date,brake pads
2025-08-20,53.11279163314561
2025-08-21,45.607723250201126
2025-08-22,47.91697506033789
2025-08-23,45.607723250201126
2025-08-24,43.87578439259855
2025-08-25,43.298471440064354
2025-08-26,51.38085277554304
2025-08-27,55.99935639581657
2025-08-28,48.494288012872076
2025-08-29,42.11263942945359
2025-08-30,35.79340305711987
2025-08-31,37.38491443978169
2025-09-01,47.12902089539257
2025-09-02,47.90137200756669
2025-09-03,42.88499054162771
2025-09-04,38.15726555195581
2025-09-05,41.58213563523298
2025-09-06,41.58213563523298
2025-09-07,42.11263942945359
2025-09-08,44.476501924289536
2025-09-09,40.52112804679176
2025-09-10,39.74877693461764
2025-09-11,40.52112804679176
2025-09-12,42.11263942945359
2025-09-13,42.56512795981822
2025-09-14,30.472762062142593
2025-09-15,44.0162118675393
2025-09-16,41.59773868800417
2025-09-17,43.53251723163227
2025-09-18,45.467295775260375
2025-09-19,43.53251723163227
2025-09-20,40.630349416190114
2025-09-21,34.82601378530582
2025-09-22,42.56512795981822
2025-09-23,38.211876236654994
2025-09-24,37.244486964840945
2025-09-25,43.04882259572524
2025-09-26,47.8857689547955
2025-09-27,38.69557087256202
2025-09-28,34.82601378530582
2025-09-29,36.277097693026896
2025-09-30,47.402074318888474
2025-10-01,43.53251723163227
2025-10-02,36.277097693026896
2025-10-03,37.728181600747966
2025-10-04,34.34231914939879
2025-10-05,33.85862451349177
2025-10-06,42.0814333239112
2025-10-07,41.11404405209715
2025-10-08,42.56512795981822
2025-10-09,42.56512795981822
2025-10-10,40.14665478028309
2025-10-11,43.53251723163227
2025-10-12,39.66296014437607
2025-10-13,37.244486964840945
2025-10-14,39.66296014437607
2025-10-15,42.56512795981822
2025-10-16,40.14665478028309
2025-10-17,35.79340305711987
2025-10-18,44.0162118675393
2025-10-19,25.635815703072335
2025-10-20,38.69557087256202
2025-10-21,39.179265508469044
2025-10-22,40.14665478028309
2025-10-23,37.728181600747966
2025-10-24,39.179265508469044
2025-10-25,32.89123524167771
2025-10-26,27.57059424670044
2025-10-27,48.36946359070252
2025-10-28,40.14338657328373
2025-10-29,33.842283478494906
2025-10-30,38.49947845259972
2025-10-31,39.90153925533021
2025-11-01,34.77699068031524
2025-11-02,34.30963707940508
2025-11-03,39.20867937146339
2025-11-04,35.24434428122541
2025-11-05,41.770953658970875
2025-11-06,35.711697882135574
2025-11-07,40.610740174193886
2025-11-08,45.04242886534204
2025-11-09,32.907576276674575
2025-11-10,40.36889285624037
2025-11-11,33.37492987758474
2025-11-12,40.59113093219766
2025-11-13,42.84619376176419
2025-11-14,27.511766520711745
2025-11-15,34.72796757532466
2025-11-16,32.02189217984482
2025-11-17,38.78708066854443
2025-11-18,36.081005273064584
2025-11-19,30.217841916191592
2025-11-20,33.37492987758474
2025-11-21,36.081005273064584
2025-11-22,25.707716257058518
2025-11-23,35.17898014123797
2025-11-24,34.27695500941136
2025-11-25,41.49315606402428
2025-11-26,32.02189217984482
2025-11-27,34.27695500941136
2025-11-28,39.238093234457736
2025-11-29,32.92391731167143
2025-11-30,31.57087961393151
2025-12-01,33.82594244349805
2025-12-02,39.689105800371046
2025-12-03,40.59113093219766
2025-12-04,32.47290474575812
2025-12-05,37.885055536717815
2025-12-06,32.47290474575812
2025-12-07,31.57087961393151
2025-12-08,38.78708066854443
2025-12-09,39.689105800371046
2025-12-10,44.65024402541742
2025-12-11,37.885055536717815
2025-12-12,43.2972063276775
2025-12-13,31.119867048018207
2025-12-14,33.82594244349805
2025-12-15,34.27695500941136
2025-12-16,34.72796757532466
2025-12-17,36.53201783897789
2025-12-18,31.119867048018207
2025-12-19,30.668854482104898
2025-12-20,45.10125659133073
2025-12-21,34.72796757532466
2025-12-22,34.72796757532466
2025-12-23,38.33606810263112
2025-12-24,22.09961572975206
2025-12-25,23.001640861578675
2025-12-26,26.60974138888513
2025-12-27,29.01254971418189
2025-12-28,29.23805599713855
2025-12-29,43.22722161917371
2025-12-30,43.00171533621705
2025-12-31,31.306492937361643
2026-01-01,23.390444797710835
2026-01-02,34.8601609136096
2026-01-03,30.7232870331634
2026-01-04,32.566217690429845
2026-01-05,29.23805599713855
2026-01-06,38.41382888985755
2026-01-07,33.60043616054139
2026-01-08,33.82594244349805
2026-01-09,33.017230256343154
2026-01-10,36.345391949634454
2026-01-11,25.661059784722656
2026-01-12,45.490060527462894
2026-01-13,41.99082510227344
2026-01-14,39.65800148548047
2026-01-15,38.49158967708399
2026-01-16,41.99082510227344
2026-01-17,41.99082510227344
2026-01-18,37.325177868687504
2026-01-19,51.32211956944531
2026-01-20,45.490060527462894
2026-01-21,45.490060527462894
2026-01-22,46.656472335859384
2026-01-23,43.15723691066992
2026-01-24,45.490060527462894
2026-01-25,36.15876606029102
2026-01-26,48.98929595265235
2026-01-27,41.99082510227344
2026-01-28,48.98929595265235
2026-01-29,50.15570776104883
2026-01-30,53.654943186238285
2026-01-31,45.490060527462894
2026-02-01,45.490060527462894
2026-02-02,52.4885313778418
2026-02-03,40.82441329387695
2026-02-04,45.490060527462894
2026-02-05,43.15723691066992
2026-02-06,46.656472335859384
2026-02-07,71.15112031218555
2026-02-08,76.98317935416797
2026-02-09,82.81523839615039
2026-02-10,72.31753212058204
2026-02-11,79.31600297096094
2026-02-12,72.31753212058204
2026-02-13,93.31294467171877
2026-02-14,94.47935648011524
2026-02-15,87.48088562973635
2026-02-16,102.64423913889063
2026-02-17,97.9785919053047
2026-02-18,107.30988637247657
2026-02-19,116.64118083964846
2026-02-20,97.9785919053047
2026-02-21,96.81218009690821
2026-02-22,97.9785919053047
2026-02-23,96.81218009690821
2026-02-24,96.81218009690821
2026-02-25,108.60480117671334
2026-02-26,81.59940235858457
2026-02-27,60.77203218662361
2026-02-28,57.39141491144059
2026-03-01,51.21338626527276
2026-03-02,55.7208759655168
2026-03-03,55.7208759655168
2026-03-04,53.467131115394785
2026-03-05,55.137670061318566
2026-03-06,56.264542486379575
2026-03-07,64.15264946180665
2026-03-08,54.594003540455795
2026-03-09,56.84774839057782
2026-03-10,61.89890461168463
2026-03-11,61.89890461168463
2026-03-12,53.27931904455128
2026-03-13,60.89065033663003
2026-03-14,66.32731554525772
2026-03-15,43.493321669021455
2026-03-16,56.541318169727894
2026-03-17,61.977983378355574
2026-03-18,58.715984253178966
2026-03-19,61.977983378355574
2026-03-20,50.01731991937467
2026-03-21,67.41464858698326
2026-03-22,58.715984253178966
2026-03-23,60.89065033663003
2026-03-24,58.715984253178966
2026-03-25,54.366652086276815
2026-03-26,48.929986877649135
2026-03-27,57.62865121145343
2026-03-28,63.06531642008111
2026-03-29,53.27931904455128
2026-03-30,57.62865121145343
2026-03-31,61.977983378355574
2026-04-01,56.541318169727894
2026-04-02,55.45398512800235
2026-04-03,46.75532079419806
2026-04-04,45.667987752472534
2026-04-05,41.31865558557038
2026-04-06,50.01731991937467
2026-04-07,66.32731554525772
2026-04-08,57.62865121145343
2026-04-09,60.89065033663003
2026-04-10,60.89065033663003
2026-04-11,55.45398512800235
2026-04-12,51.104652961100214
2026-04-13,59.803317294904495
2026-04-14,48.929986877649135
2026-04-15,54.366652086276815
2026-04-16,52.19198600282575
2026-04-17,48.929986877649135
2026-04-18,51.104652961100214
2026-04-19,47.8426538359236
2026-04-20,52.19198600282575
2026-04-21,52.19198600282575
2026-04-22,53.27931904455128
2026-04-23,51.104652961100214
2026-04-24,53.27931904455128
2026-04-25,52.19198600282575
2026-04-26,53.27931904455128
2026-04-27,58.715984253178966
2026-04-28,50.01731991937467
2026-04-29,50.01731991937467
2026-04-30,53.27931904455128
